Municipality,FunctionArea,CostType,2017,2018,2019,2020,2021,2022,2023
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,2376,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8339,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,12746,.,.,.,.,.,.
1664 Selbu (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,644,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,95,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9113,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13520,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25870,.,.,.,.,.,.
1665 Tydal (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,719,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,84,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,20637,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,4942,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,36041,.,.,.,.,.,.
1702 Steinkjer (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,385,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,308,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,4614,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11085,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18530,.,.,.,.,.,.
1703 Namsos (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,668,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,124,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6630,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,14137,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,22577,.,.,.,.,.,.
1711 Meråker (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,633,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,402,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,11414,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11533,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,27133,.,.,.,.,.,.
1714 Stjørdal (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,563,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,22,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,2566,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11640,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,15763,.,.,.,.,.,.
1717 Frosta (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,707,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,436,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,8296,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12309,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,24836,.,.,.,.,.,.
1718 Leksvik (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,667,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,9,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,10890,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13907,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,28443,.,.,.,.,.,.
1719 Levanger (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,686,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,199,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,4854,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12752,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,20731,.,.,.,.,.,.
1721 Verdal (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,600,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,230,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,5392,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10603,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,19006,.,.,.,.,.,.
1724 Verran (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,570,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,49,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7650,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,17541,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,30550,.,.,.,.,.,.
1725 Namdalseid (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,197,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,12924,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,17319,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,36256,.,.,.,.,.,.
1736 Snåase - Snåsa (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,758,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,315,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,11345,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13320,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,29104,.,.,.,.,.,.
1738 Lierne (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,818,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,517,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15209,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12895,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,33149,.,.,.,.,.,.
1739 Raarvihke - Røyrvik (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,247,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,667,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,26586,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8192,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,38253,.,.,.,.,.,.
1740 Namsskogan (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,798,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,1335,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,19697,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11986,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,35187,.,.,.,.,.,.
1742 Grong (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,503,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,18,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,14890,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7228,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,30049,.,.,.,.,.,.
1743 Høylandet (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,959,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,99,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,13716,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10901,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,34799,.,.,.,.,.,.
1744 Overhalla (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,851,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,66,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7963,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7832,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,18891,.,.,.,.,.,.
1748 Fosnes (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,916,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,620,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,19526,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7595,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,31723,.,.,.,.,.,.
1749 Flatanger (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,455,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,27,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15376,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,9472,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,28533,.,.,.,.,.,.
1750 Vikna (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,675,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,51,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6758,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,12996,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,24323,.,.,.,.,.,.
1751 Nærøy (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,734,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,124,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,8673,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13258,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25686,.,.,.,.,.,.
1755 Leka (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,596,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,17519,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7390,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,33983,.,.,.,.,.,.
1756 Inderøy (-2017),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,524,.,.,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,241,.,.,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,6724,.,.,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8802,.,.,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,17713,.,.,.,.,.,.
1804 Bodø,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,608,691,793,708,964,807,902
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,203,200,196,346,255,265,247
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7121,7471,7833,7769,8402,8522,9241
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7470,8415,9229,9373,10141,10513,11955
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,17972,19585,21076,21643,23556,23977,26326
1805 Narvik (-2019),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,557,666,724,.,.,.,.
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,194,140,134,.,.,.,.
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,10171,10877,11368,.,.,.,.
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,13005,14194,15122,.,.,.,.
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25795,27752,29539,.,.,.,.
1806 Narvik,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,585,609,746,770
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,119,912,399,197
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,10841,11867,11840,13303
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,14745,16482,17174,18331
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,.,.,.,29469,33755,34123,37169
1811 Bindal,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,876,1018,1156,1072,1218,1324,1265
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,366,403,227,236,257,283,304
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,15592,16086,17001,16011,17987,19467,22880
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,17096,17709,19703,19511,21824,22337,21899
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,42193,43836,47065,46948,51773,53816,60340
1812 Sømna,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,736,659,762,679,1116,1350,1823
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,172,108,25,293,274,200,432
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,12727,13100,13807,14005,12957,13619,14680
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,8182,8970,9626,9313,10652,11043,12005
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,25131,26580,28340,28331,30941,32859,37569
1813 Brønnøy,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,627,620,700,819,879,973,958
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,272,360,418,463,327,398,460
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7515,7880,7846,7814,8578,8917,9664
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,11370,12860,13457,14024,14903,15218,18515
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,24237,26489,26831,27523,30268,31181,35790
1815 Vega,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,419,446,388,409,397,338,592
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,0,2,-3,0,0,0,0
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,16101,17852,18327,17215,19820,20074,21579
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,4450,5038,5331,4717,5219,5415,6382
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,26449,30407,30892,29328,33271,34339,38731
1816 Vevelstad,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,642,672,719,751,820,795,838
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,1051,1091,1173,804,1364,1615,1610
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,28217,26915,25874,26039,26608,29139,37583
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,735,1608,2481,1116,1905,1857,1267
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,38654,38133,40190,37976,41444,46139,53406
1818 Herøy (Nordland),232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,594,658,635,673,969,1078,910
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,436,452,494,485,621,403,200
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,8696,8995,8467,9162,9859,11065,11770
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,14852,15149,16062,15247,16725,18044,19365
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,28657,29478,30429,29799,33109,34959,39544
1820 Alstahaug,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,494,565,584,603,673,692,801
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,428,467,443,509,626,419,363
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,7038,6891,7865,8573,9148,9217,10357
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,9869,12165,14856,14027,14598,15516,17215
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,21167,24514,28154,26613,28532,29872,32871
1822 Leirfjord,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,675,768,891,891,821,885,1040
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,144,725,776,670,804,775,1014
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9833,10106,11380,11090,13248,13626,15580
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,7872,8198,8951,9506,12007,12864,12935
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,23119,24131,26661,26241,31483,32963,36011
1824 Vefsn,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,518,603,622,691,794,761,801
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,66,186,199,169,195,159,170
,253 Helse- og omsorgstjenester i institusjon,Lønnsutgifter fratrukket sykelønnsrefusjon,9604,10910,10938,9439,10051,10887,12062
,254 Helse- og omsorgstjenester til hjemmeboende,Lønnsutgifter fratrukket sykelønnsrefusjon,10776,11673,12479,12794,15203,15236,17308
,FGK9 Helse- og omsorg,Lønnsutgifter fratrukket sykelønnsrefusjon,23397,26273,26932,26425,30321,30789,34304
1825 Grane,232 Helsestasjons- og skolehelsetjeneste,Lønnsutgifter fratrukket sykelønnsrefusjon,420,468,553,509,884,1063,1159
,233 Annet forebyggende helsearbeid,Lønnsutgifter fratrukket sykelønnsrefusjon,383,417,432,178,67,331,351
