Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
PEOPLE4YOU AS,2023,SKIPTVET,547601,3605005,0.1519,15.19
LÄKARLEASING SVERIGE,2023,SKIPTVET,294000,3605005,0.0816,8.16
3 STEP IT AS,2023,SKIPTVET,287354,3605005,0.0797,7.97
SØRBY UTLEIE AS,2023,SKIPTVET,107332,3605005,0.0298,2.98
JOBTIP AS,2023,SKIPTVET,99200,3605005,0.0275,2.75
MOVE ABOUT AS,2023,SKIPTVET,92763,3605005,0.0257,2.57
JOBZONE NORGE AS,2023,SKIPTVET,80537,3605005,0.0223,2.23
RENTOKIL INITIAL NORGE AS,2023,SKIPTVET,54020,3605005,0.015,1.5
SYSTEMFAG NORGE AS,2023,SKIPTVET,38770,3605005,0.0108,1.08
TANGEN LYD OG LYS AS,2023,SKIPTVET,31500,3605005,0.0087,0.87
ECURA CARE AS,2023,SKIPTVET,27775,3605005,0.0077,0.77
DELTAGER AS,2023,SKIPTVET,25040,3605005,0.0069,0.69
EDEN SPRINGS (NORWAY) AS,2023,SKIPTVET,20208,3605005,0.0056,0.56
FIRST RENT A CAR NORWAY AS,2023,SKIPTVET,13007,3605005,0.0036,0.36
FRILANS FINANS NORGE AS,2023,SKIPTVET,13000,3605005,0.0036,0.36
SPECSAVERS NORWAY AS,2023,SKIPTVET,8630,3605005,0.0024,0.24
SHAREBIKE AS,2023,SKIPTVET,5980,3605005,0.0017,0.17
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SKIPTVET,4217,3605005,0.0012,0.12
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SKIPTVET,3800,3605005,0.0011,0.11
EGENCIA NORWAY AS,2023,SKIPTVET,3250,3605005,9e-4,0.09
BONACA AS,2023,SKJERVØY,3842574,7185549,0.5348,53.48
ASKELADDEN BEMANNING AS,2023,SKJERVØY,1703133,7185549,0.237,23.7
VISIT LYNGENFJORD AS,2023,SKJERVØY,750000,7185549,0.1044,10.44
NORDIC NURSE AS,2023,SKJERVØY,367679,7185549,0.0512,5.12
BERG-HANSEN NORD-NORGE AS,2023,SKJERVØY,168106,7185549,0.0234,2.34
BONLIVA AS,2023,SKJERVØY,135443,7185549,0.0188,1.88
CONVENE AS,2023,SKJERVØY,53083,7185549,0.0074,0.74
RENTOKIL INITIAL NORGE AS,2023,SKJERVØY,42606,7185549,0.0059,0.59
POLYGON AS,2023,SKJERVØY,41294,7185549,0.0057,0.57
KRAVIA AS,2023,SKJERVØY,26139,7185549,0.0036,0.36
KONTROLL OG RÅDGIVNING AS,2023,SKJERVØY,17240,7185549,0.0024,0.24
DELTAGER AS,2023,SKJERVØY,13672,7185549,0.0019,0.19
ALEKTUM AS,2023,SKJERVØY,7429,7185549,0.001,0.1
HEIA NORD-NORGE AS,2023,SKJERVØY,5900,7185549,8e-4,0.08
EHIN AS,2023,SKJERVØY,3780,7185549,5e-4,0.05
VISMA AMILI AS,2023,SKJERVØY,2653,7185549,4e-4,0.04
FAGFOKUS AS,2023,SKJERVØY,2394,7185549,3e-4,0.03
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SKJERVØY,2424,7185549,3e-4,0.03
BONLIVA AS,2023,SKJÅK,528806,1584748,0.3337,33.37
AS HIBAS,2023,SKJÅK,361240,1584748,0.2279,22.79
NASJONALPARKRIKET REISELIV AS,2023,SKJÅK,350000,1584748,0.2209,22.09
EXPANDIA MODULER AS,2023,SKJÅK,219453,1584748,0.1385,13.85
OPTICE AS,2023,SKJÅK,46490,1584748,0.0293,2.93
CONVENE AS,2023,SKJÅK,39533,1584748,0.0249,2.49
DELTAGER AS,2023,SKJÅK,24350,1584748,0.0154,1.54
KJENTFOLK AS,2023,SKJÅK,6023,1584748,0.0038,0.38
DUN & BRADSTREET NORWAY AS,2023,SKJÅK,4847,1584748,0.0031,0.31
3 STEP IT AS,2023,SKJÅK,4006,1584748,0.0025,0.25
FOCUS CARE NORGE AS,2023,SMØLA,10309716,23007449,0.4481,44.81
KLETOR AS,2023,SMØLA,2800918,23007449,0.1217,12.17
KOOPERATIV BEMANNING AS,2023,SMØLA,2731002,23007449,0.1187,11.87
KONSTALI HELSENOR AS,2023,SMØLA,2631792,23007449,0.1144,11.44
ECURA CARE AS,2023,SMØLA,1625548,23007449,0.0707,7.07
ASKELADDEN BEMANNING AS,2023,SMØLA,1199450,23007449,0.0521,5.21
VACANT HELSE AS,2023,SMØLA,953910,23007449,0.0415,4.15
DIN HELSEVIKAR AS,2023,SMØLA,618954,23007449,0.0269,2.69
DEDICARE DOCTOR AS,2023,SMØLA,49562,23007449,0.0022,0.22
RENTOKIL INITIAL NORGE AS,2023,SMØLA,34565,23007449,0.0015,0.15
DELTAGER AS,2023,SMØLA,21424,23007449,9e-4,0.09
HOTEL LINK AS,2023,SMØLA,14302,23007449,6e-4,0.06
FORM X NORGE AS,2023,SMØLA,7407,23007449,3e-4,0.03
FAGFOKUS AS,2023,SMØLA,5400,23007449,2e-4,0.02
QUADIENT FINANCE NORGE AS,2023,SMØLA,3499,23007449,2e-4,0.02
ECURA CARE AS,2023,SNÅSA,794371,2281904,0.3481,34.81
KOOPERATIV BEMANNING AS,2023,SNÅSA,617529,2281904,0.2706,27.06
KLETOR AS,2023,SNÅSA,350000,2281904,0.1534,15.34
EMPLOI HELSE AS,2023,SNÅSA,300139,2281904,0.1315,13.15
HEADVISOR AS,2023,SNÅSA,49500,2281904,0.0217,2.17
CONVENE AS,2023,SNÅSA,36950,2281904,0.0162,1.62
RENTOKIL INITIAL NORGE AS,2023,SNÅSA,33113,2281904,0.0145,1.45
DELTAGER AS,2023,SNÅSA,32260,2281904,0.0141,1.41
BERG-HANSEN NORD-NORGE AS,2023,SNÅSA,27383,2281904,0.012,1.2
FRILANS FINANS NORGE AS,2023,SNÅSA,13710,2281904,0.006,0.6
BERGEN KONGRESS & KULTUR AS,2023,SNÅSA,12614,2281904,0.0055,0.55
FIRST RENT A CAR NORWAY AS,2023,SNÅSA,11684,2281904,0.0051,0.51
VISMA AMILI AS,2023,SNÅSA,2651,2281904,0.0012,0.12
KONSTALI HELSENOR AS,2023,SOGNDAL,6839516,12762635,0.5359,53.59
VISIT SOGNEFJORD AS,2023,SOGNDAL,1663565,12762635,0.1303,13.03
ECURA CARE AS,2023,SOGNDAL,1251448,12762635,0.0981,9.81
DEDICARE AS,2023,SOGNDAL,1174008,12762635,0.092,9.2
EXPANDIA MODULER AS,2023,SOGNDAL,769364,12762635,0.0603,6.03
SYNECHO AS,2023,SOGNDAL,372456,12762635,0.0292,2.92
CONVENE AS,2023,SOGNDAL,182521,12762635,0.0143,1.43
KORS HELSEBEMANNING AS,2023,SOGNDAL,161689,12762635,0.0127,1.27
FIRST RENT A CAR NORWAY AS,2023,SOGNDAL,128586,12762635,0.0101,1.01
FRAMTIDSFYLKET AS,2023,SOGNDAL,56775,12762635,0.0044,0.44
GOTHIA AS,2023,SOGNDAL,38661,12762635,0.003,0.3
SVEA FINANS AS,2023,SOGNDAL,32227,12762635,0.0025,0.25
LOCATION NORWAY AS,2023,SOGNDAL,25873,12762635,0.002,0.2
DELTAGER AS,2023,SOGNDAL,13190,12762635,0.001,0.1
CARASENT NORGE AS,2023,SOGNDAL,8398,12762635,7e-4,0.07
AGILA VEST AS,2023,SOGNDAL,7790,12762635,6e-4,0.06
FAGFOKUS AS,2023,SOGNDAL,7592,12762635,6e-4,0.06
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SOGNDAL,6800,12762635,5e-4,0.05
RAC NORWAY AS,2023,SOGNDAL,6977,12762635,5e-4,0.05
EGENCIA NORWAY AS,2023,SOGNDAL,5580,12762635,4e-4,0.04
FJELL OG FJORD KONFERANSER AS,2023,SOGNDAL,4663,12762635,4e-4,0.04
LOWELL NORGE AS,2023,SOGNDAL,4956,12762635,4e-4,0.04
INNKJØPSASSISTANSE VEST AS,2023,SOKNDAL,99067,287914,0.3441,34.41
MAGMA GEOPARK AS,2023,SOKNDAL,75000,287914,0.2605,26.05
JOBTIP AS,2023,SOKNDAL,32200,287914,0.1118,11.18
QUADIENT FINANCE NORGE AS,2023,SOKNDAL,27177,287914,0.0944,9.44
SERGEL NORGE AS,2023,SOKNDAL,9952,287914,0.0346,3.46
FJELL OG FJORD KONFERANSER AS,2023,SOKNDAL,9629,287914,0.0334,3.34
DELTAGER AS,2023,SOKNDAL,8910,287914,0.0309,3.09
FAGFOKUS AS,2023,SOKNDAL,6264,287914,0.0218,2.18
SVEA FINANS AS,2023,SOKNDAL,4951,287914,0.0172,1.72
EGENCIA NORWAY AS,2023,SOKNDAL,4200,287914,0.0146,1.46
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SOKNDAL,3800,287914,0.0132,1.32
LOOMIS NORGE AS,2023,SOKNDAL,3526,287914,0.0122,1.22
VISMA AMILI AS,2023,SOKNDAL,3238,287914,0.0112,1.12
FOCUS CARE NORGE AS,2023,SOLA,5637552,19569927,0.2881,28.81
DEDICARE AS,2023,SOLA,4754897,19569927,0.243,24.3
DEDICARE DOCTOR AS,2023,SOLA,1748968,19569927,0.0894,8.94
HYRE AS,2023,SOLA,1334257,19569927,0.0682,6.82
SEIE AS,2023,SOLA,1195677,19569927,0.0611,6.11
KONSTALI HELSENOR AS,2023,SOLA,702287,19569927,0.0359,3.59
POLYGON AS,2023,SOLA,538578,19569927,0.0275,2.75
ABILITY FM VEST AS,2023,SOLA,514309,19569927,0.0263,2.63
BYSYKKELEN AS,2023,SOLA,400994,19569927,0.0205,2.05
ECURA CARE AS,2023,SOLA,393569,19569927,0.0201,2.01
TIXLY AS,2023,SOLA,338124,19569927,0.0173,1.73
RENTOKIL INITIAL NORGE AS,2023,SOLA,301832,19569927,0.0154,1.54
LÄKARLEASING SVERIGE,2023,SOLA,244998,19569927,0.0125,1.25
INNKJØPSASSISTANSE VEST AS,2023,SOLA,178800,19569927,0.0091,0.91
ADECCO NORGE AS,2023,SOLA,152113,19569927,0.0078,0.78
KOOPERATIV BEMANNING AS,2023,SOLA,149118,19569927,0.0076,0.76
AQUANEXT AS,2023,SOLA,100000,19569927,0.0051,0.51
PERSONALHUSET STAFFING GROUP AS,2023,SOLA,99515,19569927,0.0051,0.51
SVERRE HAGA AS,2023,SOLA,99988,19569927,0.0051,0.51
WRK BEMANNING AS,2023,SOLA,98177,19569927,0.005,0.5
SULDALSBUSSEN AS,2023,SOLA,93900,19569927,0.0048,0.48
NORDIC EDGE AS,2023,SOLA,92945,19569927,0.0047,0.47
FAGFOKUS AS,2023,SOLA,43934,19569927,0.0022,0.22
SANDAL PARKDRIFT AS,2023,SOLA,42959,19569927,0.0022,0.22
FARSUND REISEBYRÅ AS,2023,SOLA,36520,19569927,0.0019,0.19
PAP STAVANGER AS,2023,SOLA,37187,19569927,0.0019,0.19
DELTAGER AS,2023,SOLA,31331,19569927,0.0016,0.16
KJENTFOLK AS,2023,SOLA,22650,19569927,0.0012,0.12
CREDICARE AS,2023,SOLA,21830,19569927,0.0011,0.11
GLAD MAT AS,2023,SOLA,18750,19569927,0.001,0.1
HOTEL LINK AS,2023,SOLA,20442,19569927,0.001,0.1
BADETEKNISK AS,2023,SOLA,15231,19569927,8e-4,0.08
N3 NORGE AS,2023,SOLA,16550,19569927,8e-4,0.08
FJELL OG FJORD KONFERANSER AS,2023,SOLA,14649,19569927,7e-4,0.07
EHIN AS,2023,SOLA,12300,19569927,6e-4,0.06
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SOLA,9800,19569927,5e-4,0.05
EGENCIA NORWAY AS,2023,SOLA,8100,19569927,4e-4,0.04
FIRST RENT A CAR NORWAY AS,2023,SOLA,7081,19569927,4e-4,0.04
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SOLA,8348,19569927,4e-4,0.04
RENTAL.ONE AS,2023,SOLA,7822,19569927,4e-4,0.04
DUN & BRADSTREET NORWAY AS,2023,SOLA,4961,19569927,3e-4,0.03
GYRO CONFERENCE AS,2023,SOLA,6779,19569927,3e-4,0.03
MANGO AS,2023,SOLA,5000,19569927,3e-4,0.03
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,SOLA,4525,19569927,2e-4,0.02
ELITE VINDUSPUSS AS,2023,SOLA,2580,19569927,1e-4,0.01
BONLIVA AS,2023,SOLUND,1732537,2632214,0.6582,65.82
ADECCO NORGE AS,2023,SOLUND,338285,2632214,0.1285,12.85
VISIT FJORDKYSTEN OG SUNNFJORD AS,2023,SOLUND,195549,2632214,0.0743,7.43
FRAMTIDSFYLKET AS,2023,SOLUND,127000,2632214,0.0482,4.82
CONNECTIONS AS,2023,SOLUND,100080,2632214,0.038,3.8
JOBTIP AS,2023,SOLUND,54400,2632214,0.0207,2.07
HOTEL LINK AS,2023,SOLUND,39623,2632214,0.0151,1.51
LIHAUG REINHALD AS,2023,SOLUND,19250,2632214,0.0073,0.73
DELTAGER AS,2023,SOLUND,16691,2632214,0.0063,0.63
DUN & BRADSTREET NORWAY AS,2023,SOLUND,4549,2632214,0.0017,0.17
ECURA CARE AS,2023,SOLUND,4250,2632214,0.0016,0.16
BERG-HANSEN NORD-NORGE AS,2023,SORTLAND,2464725,7455233,0.3306,33.06
BRAGEVA AS,2023,SORTLAND,1418907,7455233,0.1903,19.03
CENTRIC CARE AS,2023,SORTLAND,650193,7455233,0.0872,8.72
HEIA NORD-NORGE AS,2023,SORTLAND,543400,7455233,0.0729,7.29
VISIT VESTERÅLEN AS,2023,SORTLAND,511755,7455233,0.0686,6.86
INN PÅ TUNET NORGE SA,2023,SORTLAND,423485,7455233,0.0568,5.68
RENTA AS,2023,SORTLAND,352216,7455233,0.0472,4.72
OPTICE AS,2023,SORTLAND,165445,7455233,0.0222,2.22
EMPLOI HELSE AS,2023,SORTLAND,156524,7455233,0.021,2.1
ALARM24 AS,2023,SORTLAND,140782,7455233,0.0189,1.89
RAC NORWAY AS,2023,SORTLAND,117191,7455233,0.0157,1.57
CRUISE NORWAY AS,2023,SORTLAND,76297,7455233,0.0102,1.02
CONVENE AS,2023,SORTLAND,53658,7455233,0.0072,0.72
RENTOKIL INITIAL NORGE AS,2023,SORTLAND,52986,7455233,0.0071,0.71
FAGFOKUS AS,2023,SORTLAND,48192,7455233,0.0065,0.65
ONSTAGE AS,2023,SORTLAND,47436,7455233,0.0064,0.64
FJELL OG FJORD KONFERANSER AS,2023,SORTLAND,35224,7455233,0.0047,0.47
KONTROLL OG RÅDGIVNING AS,2023,SORTLAND,33910,7455233,0.0045,0.45
JOBBREISER AS,2023,SORTLAND,29464,7455233,0.004,0.4
VISMA AMILI AS,2023,SORTLAND,24446,7455233,0.0033,0.33
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,SORTLAND,20896,7455233,0.0028,0.28
DELTAGER AS,2023,SORTLAND,11070,7455233,0.0015,0.15
UNIVERSAL PRESENTKORT AS,2023,SORTLAND,11156,7455233,0.0015,0.15
BERGEN KONGRESS & KULTUR AS,2023,SORTLAND,10565,7455233,0.0014,0.14
FIRST RENT A CAR NORWAY AS,2023,SORTLAND,8648,7455233,0.0012,0.12
HOTEL LINK AS,2023,SORTLAND,8984,7455233,0.0012,0.12
DUN & BRADSTREET NORWAY AS,2023,SORTLAND,7794,7455233,0.001,0.1
CARASENT NORGE AS,2023,SORTLAND,6399,7455233,9e-4,0.09
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,SORTLAND,6800,7455233,9e-4,0.09
SVEA FINANS AS,2023,SORTLAND,6556,7455233,9e-4,0.09
SERGEL NORGE AS,2023,SORTLAND,6235,7455233,8e-4,0.08
BERG-HANSEN REISEBUREAU JESSHEIM AS,2023,SORTLAND,3894,7455233,5e-4,0.05
VISIT NORDFJORD AS,2023,STAD,952471,3613258,0.2636,26.36
HELSELEVERANDØREN AS,2023,STAD,835851,3613258,0.2313,23.13
MÅLØY REISEBYRÅ AS,2023,STAD,677975,3613258,0.1876,18.76
OPTICE AS,2023,STAD,428000,3613258,0.1185,11.85
HEADVISOR AS,2023,STAD,167272,3613258,0.0463,4.63
RENTOKIL INITIAL NORGE AS,2023,STAD,130544,3613258,0.0361,3.61
CONVENE AS,2023,STAD,118801,3613258,0.0329,3.29
FAGFOKUS AS,2023,STAD,60708,3613258,0.0168,1.68
FRAMTIDSFYLKET AS,2023,STAD,40925,3613258,0.0113,1.13
LYDKJELLEREN AS,2023,STAD,38411,3613258,0.0106,1.06
VEST INDUSTRIVASK AS,2023,STAD,37548,3613258,0.0104,1.04
JOBTIP AS,2023,STAD,29700,3613258,0.0082,0.82
FARSUND REISEBYRÅ AS,2023,STAD,25000,3613258,0.0069,0.69
DELTAGER AS,2023,STAD,15700,3613258,0.0043,0.43
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,STAD,12440,3613258,0.0034,0.34
BERGEN KONGRESS & KULTUR AS,2023,STAD,9523,3613258,0.0026,0.26
TILSETH AS,2023,STAD,9570,3613258,0.0026,0.26
HOTEL LINK AS,2023,STAD,9079,3613258,0.0025,0.25
SVEA FINANS AS,2023,STAD,6554,3613258,0.0018,0.18
AGILA VEST AS,2023,STAD,4061,3613258,0.0011,0.11
EGENCIA NORWAY AS,2023,STAD,3125,3613258,9e-4,0.09
ECURA CARE AS,2023,STANGE,108750,203114,0.5354,53.54
VISMA AMILI AS,2023,STANGE,58934,203114,0.2902,29.02
ROPO CAPITAL NORWAY AS,2023,STANGE,19445,203114,0.0957,9.57
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,STANGE,8432,203114,0.0415,4.15
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,STANGE,4193,203114,0.0206,2.06
SVEA FINANS AS,2023,STANGE,3360,203114,0.0165,1.65
POLYGON AS,2023,STAVANGER,21704882,144835831,0.1499,14.99
DEDICARE AS,2023,STAVANGER,16383324,144835831,0.1131,11.31
ADECCO NORGE AS,2023,STAVANGER,12756751,144835831,0.0881,8.81
DEDICARE DOCTOR AS,2023,STAVANGER,10358284,144835831,0.0715,7.15
EWORK GROUP NORWAY AS,2023,STAVANGER,8264193,144835831,0.0571,5.71
KONSTALI HELSENOR AS,2023,STAVANGER,7305750,144835831,0.0504,5.04
GLAD MAT AS,2023,STAVANGER,4809035,144835831,0.0332,3.32
NORDIC EDGE AS,2023,STAVANGER,4160544,144835831,0.0287,2.87
CENTRIC CARE AS,2023,STAVANGER,3677034,144835831,0.0254,2.54
FJORD NORGE AS,2023,STAVANGER,3050000,144835831,0.0211,2.11
AQUANEXT AS,2023,STAVANGER,3000000,144835831,0.0207,2.07
VESTOPPGJØR AS,2023,STAVANGER,2989212,144835831,0.0206,2.06
ECURA CARE AS,2023,STAVANGER,2909861,144835831,0.0201,2.01
REFLEKT OPPVEKST AS,2023,STAVANGER,2659816,144835831,0.0184,1.84
TICKET FERIEREISER AS,2023,STAVANGER,2603175,144835831,0.018,1.8
ELITE VINDUSPUSS AS,2023,STAVANGER,2452023,144835831,0.0169,1.69
PERSONALHUSET STAFFING GROUP AS,2023,STAVANGER,2033309,144835831,0.014,1.4
MARIN ENERGI TESTSENTER AS,2023,STAVANGER,1736260,144835831,0.012,1.2
KULTURKOMPANIET AS,2023,STAVANGER,1513291,144835831,0.0104,1.04
LYSEFJORDEN UTVIKLING AS,2023,STAVANGER,1493472,144835831,0.0103,1.03
NØKKELPERSONELL AS,2023,STAVANGER,1477579,144835831,0.0102,1.02
FIRST RENT A CAR NORWAY AS,2023,STAVANGER,1428339,144835831,0.0099,0.99
RENTOKIL INITIAL NORGE AS,2023,STAVANGER,1374114,144835831,0.0095,0.95
WEDA AS,2023,STAVANGER,1377093,144835831,0.0095,0.95
STAVANGER FORUM AS,2023,STAVANGER,1308706,144835831,0.009,0.9
TOMA FACILITY NORGE AS,2023,STAVANGER,1250210,144835831,0.0086,0.86
RANDSTAD CARE AS,2023,STAVANGER,1216845,144835831,0.0084,0.84
NORDISK VÅRDINSATS AS,2023,STAVANGER,1120236,144835831,0.0077,0.77
PLUSS TRUCK SALES & RENTALS AS,2023,STAVANGER,1082386,144835831,0.0075,0.75
KRAVIA AS,2023,STAVANGER,919361,144835831,0.0063,0.63
IMI TJENSVOLL EIENDOM AS,2023,STAVANGER,806670,144835831,0.0056,0.56
RAMUDDEN NORGE AS,2023,STAVANGER,814712,144835831,0.0056,0.56
RIGHT SKILLS AS,2023,STAVANGER,732071,144835831,0.0051,0.51
BYSYKKELEN AS,2023,STAVANGER,730273,144835831,0.005,0.5
SVERRE HAGA AS,2023,STAVANGER,727535,144835831,0.005,0.5
UNION DRIFT CORE AS,2023,STAVANGER,730980,144835831,0.005,0.5
N3 NORGE AS,2023,STAVANGER,689976,144835831,0.0048,0.48
MAGNEREISER AS,2023,STAVANGER,622750,144835831,0.0043,0.43
FJELL OG FJORD KONFERANSER AS,2023,STAVANGER,600471,144835831,0.0041,0.41
ABILITY FM VEST AS,2023,STAVANGER,544472,144835831,0.0038,0.38
TOPP ARRANGEMENT AS,2023,STAVANGER,542120,144835831,0.0037,0.37
KOOPERATIV BEMANNING AS,2023,STAVANGER,523048,144835831,0.0036,0.36
MAGMA GEOPARK AS,2023,STAVANGER,500000,144835831,0.0035,0.35
BONLIVA AS,2023,STAVANGER,454479,144835831,0.0031,0.31
FOCUS CARE NORGE AS,2023,STAVANGER,412407,144835831,0.0028,0.28
DELTAGER AS,2023,STAVANGER,356388,144835831,0.0025,0.25
HOTEL LINK AS,2023,STAVANGER,352533,144835831,0.0024,0.24
LÄKARLEASING SVERIGE,2023,STAVANGER,352500,144835831,0.0024,0.24
HUMAN AS,2023,STAVANGER,333390,144835831,0.0023,0.23
JOBZONE NORGE AS,2023,STAVANGER,339725,144835831,0.0023,0.23
SULDALSBUSSEN AS,2023,STAVANGER,337064,144835831,0.0023,0.23
FAGFOKUS AS,2023,STAVANGER,298986,144835831,0.0021,0.21
ATLANTIC MICE TIBE AS,2023,STAVANGER,274981,144835831,0.0019,0.19
EMPLOI HELSE AS,2023,STAVANGER,280019,144835831,0.0019,0.19
FARSUND REISEBYRÅ AS,2023,STAVANGER,273317,144835831,0.0019,0.19
UNIVERSAL PRESENTKORT AS,2023,STAVANGER,260708,144835831,0.0018,0.18
CONVENE AS,2023,STAVANGER,236429,144835831,0.0016,0.16
KILROY NORWAY AS,2023,STAVANGER,225778,144835831,0.0016,0.16
JOBBREISER AS,2023,STAVANGER,188781,144835831,0.0013,0.13
HEADVISOR AS,2023,STAVANGER,163440,144835831,0.0011,0.11
VISMA AMILI AS,2023,STAVANGER,157052,144835831,0.0011,0.11
RAC NORWAY AS,2023,STAVANGER,129956,144835831,9e-4,0.09
MOTION PICTURE LICENSING COMPANY NORGE AS,2023,STAVANGER,121667,144835831,8e-4,0.08
VERISURE AS,2023,STAVANGER,113012,144835831,8e-4,0.08
CARASENT NORGE AS,2023,STAVANGER,99648,144835831,7e-4,0.07
ECOFACT AS,2023,STAVANGER,105453,144835831,7e-4,0.07
KJENTFOLK AS,2023,STAVANGER,98438,144835831,7e-4,0.07
PAP STAVANGER AS,2023,STAVANGER,100262,144835831,7e-4,0.07
RENTAL.ONE AS,2023,STAVANGER,96250,144835831,7e-4,0.07
VACANT HELSE AS,2023,STAVANGER,104160,144835831,7e-4,0.07
ALFA SAFE AS,2023,STAVANGER,80948,144835831,6e-4,0.06
BERG-HANSEN REISEBUREAU VESTFOLD AS,2023,STAVANGER,87527,144835831,6e-4,0.06
FORENINGEN KOMMUNAL INFORMASJONSSIKKERHET,2023,STAVANGER,92625,144835831,6e-4,0.06
TRONDHEIM MESSESELSKAP AS,2023,STAVANGER,89908,144835831,6e-4,0.06
AS SKAN-KONTROLL,2023,STAVANGER,66570,144835831,5e-4,0.05
GYRO CONFERENCE AS,2023,STAVANGER,68685,144835831,5e-4,0.05
JOBTIP AS,2023,STAVANGER,79200,144835831,5e-4,0.05
MANGO AS,2023,STAVANGER,65287,144835831,5e-4,0.05
MANPOWER AS,2023,STAVANGER,68531,144835831,5e-4,0.05
NORDIC CARE AS,2023,STAVANGER,71965,144835831,5e-4,0.05
CONFEX NORGE AS,2023,STAVANGER,57335,144835831,4e-4,0.04
EHIN AS,2023,STAVANGER,51510,144835831,4e-4,0.04
LOOMIS NORGE AS,2023,STAVANGER,64289,144835831,4e-4,0.04
N3 FINANS AS,2023,STAVANGER,62623,144835831,4e-4,0.04
ROPO CAPITAL NORWAY AS,2023,STAVANGER,60183,144835831,4e-4,0.04
BADETEKNISK AS,2023,STAVANGER,40681,144835831,3e-4,0.03
CREDICARE AS,2023,STAVANGER,45135,144835831,3e-4,0.03
NORWEGIAN PROMOTION GROUP AS,2023,STAVANGER,39979,144835831,3e-4,0.03
CONNECTIONS AS,2023,STAVANGER,23336,144835831,2e-4,0.02
DUN & BRADSTREET NORWAY AS,2023,STAVANGER,30108,144835831,2e-4,0.02
EDEN SPRINGS (NORWAY) AS,2023,STAVANGER,33120,144835831,2e-4,0.02
FRILANS FINANS NORGE AS,2023,STAVANGER,27533,144835831,2e-4,0.02
LOWELL NORGE AS,2023,STAVANGER,28304,144835831,2e-4,0.02
NOKAS VERDIHÅNDTERING AS,2023,STAVANGER,24907,144835831,2e-4,0.02
QUADIENT FINANCE NORGE AS,2023,STAVANGER,27140,144835831,2e-4,0.02
VAGLID AS,2023,STAVANGER,29005,144835831,2e-4,0.02
BEMANNINGSHJELPEN AS,2023,STAVANGER,19574,144835831,1e-4,0.01
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,STAVANGER,12748,144835831,1e-4,0.01
BERG-HANSEN REISEBUREAU JESSHEIM AS,2023,STAVANGER,7887,144835831,1e-4,0.01
COMPAX NEXT AS,2023,STAVANGER,19458,144835831,1e-4,0.01
EGENCIA NORWAY AS,2023,STAVANGER,21014,144835831,1e-4,0.01
GOTHIA AS,2023,STAVANGER,13665,144835831,1e-4,0.01
RANDSTAD AS,2023,STAVANGER,10933,144835831,1e-4,0.01
SANDAL PARKDRIFT AS,2023,STAVANGER,9442,144835831,1e-4,0.01
SPARTACUS HELSE AS,2023,STAVANGER,16156,144835831,1e-4,0.01
SVEA FINANS AS,2023,STAVANGER,18911,144835831,1e-4,0.01
AXACTOR NORWAY AS,2023,STAVANGER,6126,144835831,0,0
BERGEN KONGRESS & KULTUR AS,2023,STAVANGER,6895,144835831,0,0
DESTINASJON HAUGESUND & HAUGALANDET AS,2023,STAVANGER,2252,144835831,0,0
NÆRINGSHAGEN I RYFYLKE AS,2023,STAVANGER,2550,144835831,0,0
SAUDA FERIE & FRITID AS,2023,STAVANGER,4800,144835831,0,0
EMPLOI HELSE AS,2023,STEIGEN,9866090,21365938,0.4618,46.18
FOCUS CARE NORGE AS,2023,STEIGEN,5362413,21365938,0.251,25.1
ECURA CARE AS,2023,STEIGEN,4895790,21365938,0.2291,22.91
BONLIVA AS,2023,STEIGEN,456799,21365938,0.0214,2.14
FIRST RENT A CAR NORWAY AS,2023,STEIGEN,251469,21365938,0.0118,1.18
KOOPERATIV BEMANNING AS,2023,STEIGEN,206150,21365938,0.0096,0.96
BERG-HANSEN NORD-NORGE AS,2023,STEIGEN,201894,21365938,0.0094,0.94
FAGFOKUS AS,2023,STEIGEN,41840,21365938,0.002,0.2
CONVENE AS,2023,STEIGEN,32873,21365938,0.0015,0.15
JOBBREISER AS,2023,STEIGEN,19320,21365938,9e-4,0.09
DELTAGER AS,2023,STEIGEN,10600,21365938,5e-4,0.05
DUN & BRADSTREET NORWAY AS,2023,STEIGEN,8929,21365938,4e-4,0.04
BERG-HANSEN REISEBUREAU AS DRAMMEN,2023,STEIGEN,5523,21365938,3e-4,0.03
HOTEL LINK AS,2023,STEIGEN,6248,21365938,3e-4,0.03
